,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Day,Price Per Gallon
727,2022-02-11,-24.0,-11.0,17.0,-45.0,-42.0,13.0,Friday,4.028
728,2022-02-12,-20.0,-10.0,65.0,-25.0,-14.0,3.0,Saturday,4.028
729,2022-02-13,-20.0,-7.0,21.0,-31.0,-10.0,3.0,Sunday,4.028
730,2022-02-14,-19.0,-3.0,-20.0,-47.0,-43.0,13.0,Monday,4.028
731,2022-02-15,-26.0,-15.0,1.0,-46.0,-43.0,14.0,Tuesday,4.055
732,2022-02-16,-25.0,-14.0,16.0,-46.0,-43.0,13.0,Wednesday,4.055
733,2022-02-17,-25.0,-15.0,-4.0,-44.0,-44.0,13.0,Thursday,4.055
734,2022-02-18,-23.0,-14.0,16.0,-42.0,-44.0,13.0,Friday,4.055
735,2022-02-19,-25.0,-18.0,-9.0,-26.0,-16.0,4.0,Saturday,4.055
736,2022-02-20,-15.0,-19.0,-4.0,-27.0,-11.0,3.0,Sunday,4.055
737,2022-02-21,-19.0,-14.0,1.0,-48.0,-62.0,15.0,Monday,4.055
738,2022-02-22,-26.0,-18.0,-21.0,-44.0,-50.0,15.0,Tuesday,4.099
739,2022-02-23,-26.0,-17.0,1.0,-46.0,-49.0,13.0,Wednesday,4.099
740,2022-02-24,-25.0,-18.0,-7.0,-45.0,-49.0,14.0,Thursday,4.099
741,2022-02-25,-25.0,-17.0,9.0,-44.0,-47.0,13.0,Friday,4.099
742,2022-02-26,-26.0,-20.0,-1.0,-26.0,-15.0,4.0,Saturday,4.099
743,2022-02-27,-19.0,-21.0,-38.0,-25.0,-9.0,4.0,Sunday,4.099
744,2022-02-28,-31.0,-21.0,-44.0,-46.0,-43.0,13.0,Monday,4.099
745,2022-03-01,-21.0,-12.0,5.0,-44.0,-42.0,12.0,Tuesday,4.513
746,2022-03-02,-25.0,-16.0,-16.0,-46.0,-43.0,12.0,Wednesday,4.513
747,2022-03-03,-24.0,-13.0,-4.0,-44.0,-43.0,12.0,Thursday,4.513
748,2022-03-04,-23.0,-14.0,-1.0,-43.0,-41.0,11.0,Friday,4.513
749,2022-03-05,-21.0,-17.0,36.0,-25.0,-14.0,2.0,Saturday,4.513
750,2022-03-06,-12.0,-16.0,24.0,-25.0,-9.0,2.0,Sunday,4.513
751,2022-03-07,-25.0,-16.0,-9.0,-44.0,-42.0,12.0,Monday,4.513
752,2022-03-08,-23.0,-15.0,-11.0,-44.0,-42.0,12.0,Tuesday,4.814
753,2022-03-09,-24.0,-15.0,14.0,-46.0,-42.0,11.0,Wednesday,4.814
754,2022-03-10,-26.0,-16.0,-5.0,-44.0,-42.0,12.0,Thursday,4.814
755,2022-03-11,-24.0,-16.0,-2.0,-44.0,-43.0,12.0,Friday,4.814
756,2022-03-12,-22.0,-18.0,18.0,-25.0,-14.0,3.0,Saturday,4.814
757,2022-03-13,-15.0,-18.0,-3.0,-26.0,-9.0,3.0,Sunday,4.814
758,2022-03-14,-29.0,-19.0,-37.0,-45.0,-42.0,12.0,Monday,4.814
759,2022-03-15,-24.0,-14.0,-5.0,-45.0,-42.0,12.0,Tuesday,4.75
760,2022-03-16,-22.0,-13.0,20.0,-44.0,-42.0,11.0,Wednesday,4.75
761,2022-03-17,-24.0,-14.0,-13.0,-43.0,-42.0,11.0,Thursday,4.75
762,2022-03-18,-23.0,-15.0,5.0,-42.0,-43.0,11.0,Friday,4.75
763,2022-03-19,-23.0,-19.0,-9.0,-25.0,-16.0,3.0,Saturday,4.75
764,2022-03-20,-15.0,-19.0,-15.0,-23.0,-10.0,3.0,Sunday,4.75
765,2022-03-21,-27.0,-17.0,-26.0,-43.0,-42.0,12.0,Monday,4.75
766,2022-03-22,-20.0,-14.0,47.0,-41.0,-41.0,11.0,Tuesday,4.766
767,2022-03-23,-24.0,-17.0,-9.0,-43.0,-42.0,11.0,Wednesday,4.766
768,2022-03-24,-22.0,-14.0,24.0,-41.0,-43.0,10.0,Thursday,4.766
769,2022-03-25,-21.0,-15.0,27.0,-41.0,-42.0,10.0,Friday,4.766
770,2022-03-26,-19.0,-18.0,27.0,-22.0,-14.0,2.0,Saturday,4.766
771,2022-03-27,-10.0,-16.0,42.0,-21.0,-9.0,1.0,Sunday,4.766
772,2022-03-28,-25.0,-17.0,-4.0,-42.0,-41.0,11.0,Monday,4.766
773,2022-03-29,-21.0,-15.0,23.0,-40.0,-40.0,11.0,Tuesday,4.702
774,2022-03-30,-23.0,-16.0,0.0,-42.0,-41.0,11.0,Wednesday,4.702
775,2022-03-31,-21.0,-12.0,17.0,-40.0,-41.0,10.0,Thursday,4.702
776,2022-04-01,-21.0,-13.0,10.0,-41.0,-40.0,10.0,Friday,4.702
777,2022-04-02,-20.0,-16.0,40.0,-19.0,-15.0,1.0,Saturday,4.702
778,2022-04-03,-14.0,-17.0,-21.0,-21.0,-9.0,3.0,Sunday,4.702
779,2022-04-04,-24.0,-16.0,-20.0,-42.0,-43.0,11.0,Monday,4.702
780,2022-04-05,-20.0,-12.0,16.0,-38.0,-43.0,11.0,Tuesday,4.66
781,2022-04-06,-19.0,-13.0,36.0,-39.0,-43.0,10.0,Wednesday,4.66
782,2022-04-07,-19.0,-11.0,57.0,-37.0,-44.0,9.0,Thursday,4.66
783,2022-04-08,-21.0,-12.0,-3.0,-39.0,-43.0,11.0,Friday,4.66
784,2022-04-09,-22.0,-15.0,1.0,-20.0,-16.0,2.0,Saturday,4.66
785,2022-04-10,-15.0,-16.0,-26.0,-21.0,-11.0,2.0,Sunday,4.66
786,2022-04-11,-24.0,-14.0,-11.0,-40.0,-46.0,11.0,Monday,4.66
787,2022-04-12,-23.0,-14.0,-9.0,-40.0,-46.0,12.0,Tuesday,4.663
788,2022-04-13,-23.0,-14.0,0.0,-42.0,-46.0,11.0,Wednesday,4.663
789,2022-04-14,-23.0,-13.0,-3.0,-39.0,-46.0,11.0,Thursday,4.663
790,2022-04-15,-19.0,-10.0,21.0,-39.0,-48.0,10.0,Friday,4.663
791,2022-04-16,-20.0,-11.0,4.0,-19.0,-18.0,2.0,Saturday,4.663
792,2022-04-17,-26.0,-15.0,31.0,-19.0,-19.0,0.0,Sunday,4.663
793,2022-04-18,-25.0,-18.0,-33.0,-41.0,-42.0,11.0,Monday,4.663
794,2022-04-19,-20.0,-12.0,22.0,-38.0,-40.0,10.0,Tuesday,4.691
795,2022-04-20,-21.0,-15.0,-5.0,-38.0,-41.0,10.0,Wednesday,4.691
796,2022-04-21,-22.0,-14.0,-4.0,-38.0,-41.0,10.0,Thursday,4.691
797,2022-04-22,-20.0,-12.0,31.0,-37.0,-41.0,9.0,Friday,4.691
798,2022-04-23,-19.0,-14.0,56.0,-15.0,-15.0,0.0,Saturday,4.691
799,2022-04-24,-7.0,-13.0,47.0,-16.0,-10.0,0.0,Sunday,4.691
800,2022-04-25,-23.0,-13.0,-11.0,-38.0,-41.0,10.0,Monday,4.691
801,2022-04-26,-20.0,-10.0,11.0,-38.0,-39.0,10.0,Tuesday,4.708
802,2022-04-27,-19.0,-10.0,23.0,-38.0,-40.0,9.0,Wednesday,4.708
803,2022-04-28,-21.0,-11.0,8.0,-36.0,-41.0,10.0,Thursday,4.708
804,2022-04-29,-18.0,-10.0,27.0,-35.0,-41.0,9.0,Friday,4.708
805,2022-04-30,-19.0,-12.0,30.0,-14.0,-15.0,1.0,Saturday,4.708
806,2022-05-01,-8.0,-10.0,34.0,-17.0,-9.0,1.0,Sunday,4.708
807,2022-05-02,-22.0,-12.0,-18.0,-39.0,-42.0,10.0,Monday,4.708
808,2022-05-03,-18.0,-8.0,15.0,-37.0,-40.0,10.0,Tuesday,4.814
809,2022-05-04,-14.0,-8.0,40.0,-34.0,-41.0,9.0,Wednesday,4.814
810,2022-05-05,-19.0,-9.0,-24.0,-37.0,-41.0,10.0,Thursday,4.814
811,2022-05-06,-20.0,-10.0,-10.0,-35.0,-41.0,10.0,Friday,4.814
812,2022-05-07,-17.0,-6.0,9.0,-15.0,-16.0,2.0,Saturday,4.814
813,2022-05-08,0.0,-4.0,31.0,-14.0,-10.0,0.0,Sunday,4.814
814,2022-05-09,-21.0,-11.0,5.0,-37.0,-41.0,10.0,Monday,4.814
815,2022-05-10,-16.0,-7.0,39.0,-35.0,-40.0,9.0,Tuesday,4.994
816,2022-05-11,-18.0,-9.0,32.0,-36.0,-41.0,9.0,Wednesday,4.994
817,2022-05-12,-23.0,-11.0,-16.0,-37.0,-41.0,10.0,Thursday,4.994
818,2022-05-13,-19.0,-9.0,25.0,-34.0,-41.0,9.0,Friday,4.994
819,2022-05-14,-20.0,-13.0,44.0,-11.0,-17.0,1.0,Saturday,4.994
820,2022-05-15,-14.0,-15.0,-29.0,-12.0,-11.0,3.0,Sunday,4.994
821,2022-05-16,-21.0,-10.0,16.0,-36.0,-41.0,9.0,Monday,4.994
822,2022-05-17,-19.0,-9.0,32.0,-35.0,-39.0,10.0,Tuesday,5.2
823,2022-05-18,-19.0,-10.0,15.0,-37.0,-41.0,10.0,Wednesday,5.2
824,2022-05-19,-19.0,-8.0,28.0,-35.0,-41.0,9.0,Thursday,5.2
825,2022-05-20,-19.0,-9.0,39.0,-34.0,-41.0,9.0,Friday,5.2
826,2022-05-21,-18.0,-11.0,81.0,-9.0,-17.0,-1.0,Saturday,5.2
827,2022-05-22,-7.0,-10.0,65.0,-10.0,-10.0,0.0,Sunday,5.2
828,2022-05-23,-20.0,-10.0,18.0,-36.0,-41.0,10.0,Monday,5.2
829,2022-05-24,-19.0,-10.0,10.0,-34.0,-40.0,11.0,Tuesday,5.241
830,2022-05-25,-17.0,-8.0,46.0,-34.0,-41.0,9.0,Wednesday,5.241
831,2022-05-26,-19.0,-9.0,2.0,-35.0,-41.0,10.0,Thursday,5.241
832,2022-05-27,-17.0,-7.0,36.0,-35.0,-46.0,9.0,Friday,5.241
833,2022-05-28,-24.0,-16.0,1.0,-17.0,-22.0,2.0,Saturday,5.241
834,2022-05-29,-9.0,-18.0,-19.0,-18.0,-15.0,1.0,Sunday,5.241
835,2022-05-30,-17.0,-9.0,54.0,-46.0,-79.0,15.0,Monday,5.241
836,2022-05-31,-17.0,-6.0,57.0,-33.0,-41.0,10.0,Tuesday,5.416
837,2022-06-01,-19.0,-7.0,30.0,-36.0,-40.0,10.0,Wednesday,5.416
838,2022-06-02,-20.0,-8.0,19.0,-35.0,-40.0,10.0,Thursday,5.416
839,2022-06-03,-20.0,-9.0,4.0,-35.0,-41.0,10.0,Friday,5.416
840,2022-06-04,-17.0,-11.0,44.0,-10.0,-16.0,1.0,Saturday,5.416
841,2022-06-05,-9.0,-10.0,8.0,-11.0,-10.0,2.0,Sunday,5.416
842,2022-06-06,-19.0,-8.0,23.0,-34.0,-40.0,9.0,Monday,5.416
843,2022-06-07,-14.0,-7.0,54.0,-31.0,-39.0,9.0,Tuesday,5.549
844,2022-06-08,-15.0,-6.0,53.0,-33.0,-40.0,9.0,Wednesday,5.549
845,2022-06-09,-20.0,-12.0,-21.0,-33.0,-41.0,11.0,Thursday,5.549
846,2022-06-10,-17.0,-7.0,11.0,-31.0,-42.0,10.0,Friday,5.549
847,2022-06-11,-14.0,-8.0,74.0,-3.0,-16.0,-1.0,Saturday,5.549
848,2022-06-12,-4.0,-11.0,12.0,-5.0,-11.0,1.0,Sunday,5.549
849,2022-06-13,-15.0,-8.0,7.0,-31.0,-42.0,10.0,Monday,5.549
850,2022-06-14,-12.0,-6.0,37.0,-29.0,-40.0,10.0,Tuesday,5.518
851,2022-06-15,-13.0,-5.0,40.0,-31.0,-42.0,9.0,Wednesday,5.518
852,2022-06-16,-12.0,-4.0,57.0,-30.0,-42.0,9.0,Thursday,5.518
853,2022-06-17,-17.0,-7.0,5.0,-31.0,-45.0,10.0,Friday,5.518
854,2022-06-18,-18.0,-9.0,38.0,-2.0,-18.0,0.0,Saturday,5.518
855,2022-06-19,-4.0,-9.0,46.0,-4.0,-13.0,-1.0,Sunday,5.518
856,2022-06-20,-13.0,-6.0,48.0,-35.0,-55.0,11.0,Monday,5.518
857,2022-06-21,-12.0,-5.0,83.0,-30.0,-46.0,10.0,Tuesday,5.461
858,2022-06-22,-17.0,-8.0,28.0,-33.0,-47.0,11.0,Wednesday,5.461
859,2022-06-23,-15.0,-5.0,64.0,-30.0,-48.0,10.0,Thursday,5.461
860,2022-06-24,-18.0,-6.0,79.0,-29.0,-50.0,9.0,Friday,5.461
861,2022-06-25,-20.0,-9.0,91.0,1.0,-19.0,-2.0,Saturday,5.461
862,2022-06-26,-4.0,-7.0,89.0,2.0,-12.0,-2.0,Sunday,5.461
863,2022-06-27,-14.0,-7.0,50.0,-31.0,-49.0,10.0,Monday,5.461
864,2022-06-28,-15.0,-9.0,29.0,-29.0,-48.0,11.0,Tuesday,5.405
865,2022-06-29,-15.0,-7.0,43.0,-30.0,-48.0,10.0,Wednesday,5.405
866,2022-06-30,-14.0,-3.0,57.0,-29.0,-48.0,9.0,Thursday,5.405
867,2022-07-01,-15.0,-2.0,67.0,-29.0,-51.0,9.0,Friday,5.405
868,2022-07-02,-26.0,-12.0,45.0,-9.0,-21.0,0.0,Saturday,5.405
869,2022-07-03,-14.0,-12.0,-22.0,-13.0,-15.0,1.0,Sunday,5.405
870,2022-07-04,-29.0,-6.0,116.0,-44.0,-83.0,14.0,Monday,5.405
871,2022-07-05,-18.0,-7.0,39.0,-31.0,-54.0,11.0,Tuesday,5.308
872,2022-07-06,-19.0,-8.0,39.0,-33.0,-49.0,11.0,Wednesday,5.308
873,2022-07-07,-15.0,-6.0,57.0,-32.0,-49.0,9.0,Thursday,5.308
874,2022-07-08,-17.0,-8.0,59.0,-32.0,-49.0,10.0,Friday,5.308
875,2022-07-09,-17.0,-11.0,80.0,-1.0,-17.0,-1.0,Saturday,5.308
876,2022-07-10,-5.0,-10.0,66.0,-2.0,-10.0,-1.0,Sunday,5.308
877,2022-07-11,-16.0,-6.0,57.0,-30.0,-49.0,9.0,Monday,5.308
878,2022-07-12,-13.0,-5.0,76.0,-28.0,-47.0,10.0,Tuesday,5.162
879,2022-07-13,-15.0,-6.0,74.0,-30.0,-47.0,9.0,Wednesday,5.162
880,2022-07-14,-15.0,-5.0,64.0,-29.0,-48.0,10.0,Thursday,5.162
881,2022-07-15,-17.0,-7.0,81.0,-29.0,-49.0,10.0,Friday,5.162
882,2022-07-16,-19.0,-12.0,64.0,-1.0,-17.0,-1.0,Saturday,5.162
883,2022-07-17,-8.0,-11.0,52.0,-4.0,-9.0,0.0,Sunday,5.162
884,2022-07-18,-18.0,-10.0,40.0,-30.0,-48.0,13.0,Monday,5.162
885,2022-07-19,-13.0,-6.0,74.0,-27.0,-47.0,13.0,Tuesday,5.081
886,2022-07-20,-15.0,-5.0,82.0,-29.0,-48.0,9.0,Wednesday,5.081
887,2022-07-21,-15.0,-5.0,68.0,-27.0,-47.0,9.0,Thursday,5.081
888,2022-07-22,-15.0,-6.0,71.0,-27.0,-49.0,9.0,Friday,5.081
889,2022-07-23,-18.0,-11.0,81.0,3.0,-17.0,-1.0,Saturday,5.081
890,2022-07-24,-4.0,-10.0,76.0,3.0,-10.0,0.0,Sunday,5.081
891,2022-07-25,-15.0,-6.0,47.0,-27.0,-48.0,10.0,Monday,5.081
892,2022-07-26,-12.0,-3.0,70.0,-26.0,-47.0,10.0,Tuesday,5.004
893,2022-07-27,-13.0,-4.0,70.0,-29.0,-47.0,9.0,Wednesday,5.004
894,2022-07-28,-15.0,-3.0,55.0,-29.0,-47.0,9.0,Thursday,5.004
895,2022-07-29,-17.0,-1.0,59.0,-31.0,-49.0,10.0,Friday,5.004
896,2022-07-30,-21.0,-9.0,70.0,-5.0,-17.0,-1.0,Saturday,5.004
897,2022-07-31,-6.0,-8.0,61.0,-3.0,-9.0,-1.0,Sunday,5.004
898,2022-08-01,-14.0,-5.0,44.0,-29.0,-48.0,10.0,Monday,5.004
899,2022-08-02,-9.0,-3.0,64.0,-26.0,-46.0,10.0,Tuesday,4.886
900,2022-08-03,-9.0,-4.0,68.0,-27.0,-47.0,9.0,Wednesday,4.886
901,2022-08-04,-13.0,-5.0,44.0,-27.0,-47.0,10.0,Thursday,4.886
902,2022-08-05,-15.0,-5.0,77.0,-27.0,-49.0,9.0,Friday,4.886
903,2022-08-06,-19.0,-9.0,92.0,5.0,-18.0,-1.0,Saturday,4.886
904,2022-08-07,-5.0,-8.0,83.0,5.0,-10.0,-2.0,Sunday,4.886
905,2022-08-08,-14.0,-7.0,45.0,-28.0,-48.0,9.0,Monday,4.886
906,2022-08-09,-12.0,-6.0,57.0,-24.0,-46.0,10.0,Tuesday,4.811
907,2022-08-10,-13.0,-7.0,49.0,-28.0,-47.0,10.0,Wednesday,4.811
908,2022-08-11,-14.0,-4.0,61.0,-27.0,-47.0,9.0,Thursday,4.811
909,2022-08-12,-18.0,-6.0,64.0,-28.0,-48.0,9.0,Friday,4.811
910,2022-08-13,-22.0,-11.0,71.0,-1.0,-17.0,-1.0,Saturday,4.811
911,2022-08-14,-6.0,-10.0,69.0,3.0,-9.0,-1.0,Sunday,4.811
912,2022-08-15,-15.0,-7.0,37.0,-28.0,-48.0,11.0,Monday,4.811
913,2022-08-16,-12.0,-5.0,64.0,-27.0,-46.0,12.0,Tuesday,4.785
914,2022-08-17,-13.0,-6.0,65.0,-28.0,-46.0,11.0,Wednesday,4.785
915,2022-08-18,-12.0,-5.0,46.0,-23.0,-47.0,11.0,Thursday,4.785
916,2022-08-19,-17.0,-6.0,42.0,-26.0,-49.0,11.0,Friday,4.785
917,2022-08-20,-20.0,-12.0,65.0,4.0,-17.0,0.0,Saturday,4.785
918,2022-08-21,-6.0,-11.0,53.0,1.0,-8.0,-1.0,Sunday,4.785
919,2022-08-22,-15.0,-8.0,36.0,-27.0,-48.0,11.0,Monday,4.785
920,2022-08-23,-11.0,-7.0,59.0,-24.0,-46.0,12.0,Tuesday,4.738
921,2022-08-24,-13.0,-7.0,62.0,-28.0,-47.0,11.0,Wednesday,4.738
922,2022-08-25,-12.0,-6.0,51.0,-26.0,-47.0,11.0,Thursday,4.738
923,2022-08-26,-16.0,-9.0,40.0,-27.0,-49.0,11.0,Friday,4.738
924,2022-08-27,-20.0,-13.0,50.0,-2.0,-16.0,1.0,Saturday,4.738
925,2022-08-28,-4.0,-10.0,55.0,1.0,-7.0,-1.0,Sunday,4.738
926,2022-08-29,-16.0,-8.0,31.0,-30.0,-48.0,10.0,Monday,4.738
927,2022-08-30,-13.0,-6.0,53.0,-28.0,-46.0,10.0,Tuesday,4.639
928,2022-08-31,-10.0,-6.0,51.0,-27.0,-47.0,9.0,Wednesday,4.639
929,2022-09-01,-14.0,-4.0,36.0,-25.0,-47.0,9.0,Thursday,4.639
930,2022-09-02,-16.0,-5.0,42.0,-27.0,-50.0,8.0,Friday,4.639
931,2022-09-03,-20.0,-13.0,26.0,0.0,-20.0,-1.0,Saturday,4.639
932,2022-09-04,-6.0,-12.0,33.0,-2.0,-11.0,-2.0,Sunday,4.639
933,2022-09-05,-15.0,-5.0,66.0,-36.0,-79.0,14.0,Monday,4.639
934,2022-09-06,-14.0,-3.0,42.0,-23.0,-47.0,9.0,Tuesday,4.67
935,2022-09-07,-16.0,-6.0,43.0,-31.0,-46.0,9.0,Wednesday,4.67
936,2022-09-08,-18.0,-6.0,32.0,-29.0,-46.0,9.0,Thursday,4.67
937,2022-09-09,-16.0,-8.0,31.0,-27.0,-46.0,8.0,Friday,4.67
938,2022-09-10,-18.0,-11.0,47.0,5.0,-15.0,0.0,Saturday,4.67
939,2022-09-11,-9.0,-11.0,15.0,2.0,-6.0,1.0,Sunday,4.67
940,2022-09-12,-13.0,-9.0,14.0,-23.0,-45.0,9.0,Monday,4.67
941,2022-09-13,-14.0,-8.0,28.0,-26.0,-44.0,9.0,Tuesday,4.653
942,2022-09-14,-15.0,-8.0,30.0,-28.0,-44.0,8.0,Wednesday,4.653
943,2022-09-15,-18.0,-8.0,24.0,-28.0,-44.0,8.0,Thursday,4.653
944,2022-09-16,-19.0,-9.0,19.0,-27.0,-45.0,9.0,Friday,4.653
945,2022-09-17,-19.0,-12.0,42.0,4.0,-16.0,0.0,Saturday,4.653
946,2022-09-18,-9.0,-11.0,37.0,0.0,-9.0,0.0,Sunday,4.653
947,2022-09-19,-19.0,-9.0,16.0,-27.0,-45.0,9.0,Monday,4.653
948,2022-09-20,-15.0,-6.0,36.0,-26.0,-43.0,9.0,Tuesday,4.867
949,2022-09-21,-17.0,-9.0,20.0,-30.0,-44.0,9.0,Wednesday,4.867
950,2022-09-22,-19.0,-8.0,20.0,-27.0,-44.0,9.0,Thursday,4.867
951,2022-09-23,-19.0,-9.0,28.0,-27.0,-45.0,9.0,Friday,4.867
952,2022-09-24,-18.0,-12.0,56.0,0.0,-16.0,-1.0,Saturday,4.867
953,2022-09-25,-7.0,-12.0,32.0,2.0,-10.0,0.0,Sunday,4.867
954,2022-09-26,-19.0,-9.0,16.0,-28.0,-44.0,9.0,Monday,4.867
955,2022-09-27,-14.0,-8.0,31.0,-27.0,-42.0,9.0,Tuesday,5.365
956,2022-09-28,-17.0,-10.0,14.0,-31.0,-43.0,9.0,Wednesday,5.365
957,2022-09-29,-17.0,-9.0,22.0,-28.0,-43.0,9.0,Thursday,5.365
958,2022-09-30,-16.0,-8.0,26.0,-26.0,-43.0,8.0,Friday,5.365
959,2022-10-01,-16.0,-11.0,51.0,0.0,-16.0,0.0,Saturday,5.365
960,2022-10-02,-7.0,-11.0,31.0,0.0,-9.0,0.0,Sunday,5.365
961,2022-10-03,-17.0,-9.0,9.0,-28.0,-42.0,9.0,Monday,5.365
962,2022-10-04,-16.0,-8.0,17.0,-29.0,-41.0,9.0,Tuesday,5.504
963,2022-10-05,-18.0,-9.0,15.0,-32.0,-42.0,9.0,Wednesday,5.504
964,2022-10-06,-19.0,-8.0,17.0,-29.0,-40.0,9.0,Thursday,5.504
965,2022-10-07,-20.0,-10.0,21.0,-30.0,-43.0,9.0,Friday,5.504
966,2022-10-08,-22.0,-14.0,41.0,-6.0,-16.0,0.0,Saturday,5.504
967,2022-10-09,-11.0,-13.0,18.0,-6.0,-10.0,1.0,Sunday,5.504
968,2022-10-10,-21.0,-11.0,2.0,-31.0,-44.0,10.0,Monday,5.504
969,2022-10-11,-18.0,-10.0,24.0,-29.0,-40.0,9.0,Tuesday,
970,2022-10-12,-19.0,-10.0,23.0,-33.0,-41.0,9.0,Wednesday,
971,2022-10-13,-21.0,-10.0,10.0,-30.0,-41.0,9.0,Thursday,
972,2022-10-14,-18.0,-9.0,16.0,-29.0,-44.0,9.0,Friday,
973,2022-10-15,-19.0,-15.0,13.0,1.0,-16.0,1.0,Saturday,
